Restaurant,Rating,Cuisine,Price_for_Two,Location,Delivery_Time
The Dine Room,4.2,"North Indian, Mughlai, Thai, Chinese, Continental, Fast Food, Beverages, Desserts","₹3,500 for two",Madhapur,
Qavalli,4.5,"North Indian, Mughlai","₹2,500 for two",Madhapur,
The Salt Cafe Kitchen & Bar,4.6,"North Indian, Mughlai, Continental, Asian, Pizza, Pasta, Chinese, Salad","₹2,500 for two",Madhapur,Closes in 1 hour 43 minutes
Havemore Cyber Hub,4.5,"North Indian, Mughlai, Biryani","₹2,700 for two",Madhapur,Closes in 1 hour 43 minutes
Zura,4.7,"Continental, Italian, Asian, Turkish, Sushi, Desserts","₹1,600 for two",Madhapur,
Rooh,4.5,"Modern Indian, North Indian, Desserts, Beverages","₹3,000 for two",Madhapur,
Turban Tales,3.9,"North Indian, Chinese, Pizza, Continental, Japanese, Seafood, Kebab","₹1,700 for two",Madhapur,Closes in 1 hour 13 minutes
Kwality,4.6,"North Indian, BBQ, Mughlai, Finger Food, Desserts, Beverages","₹4,000 for two",Madhapur,Closes in 1 hour 13 minutes
Music & Mountains - Hillside Cafe & Cocktail Garden,4.7,"Italian, Continental, Fast Food, Salad, Desserts, Beverages, Shake","₹2,800 for two",Madhapur,
Cafe Uncover,4.5,"North Indian, Oriental, Continental","₹1,300 for two",Madhapur,Closes in 43 minutes
House Of Boho,4.3,"Mediterranean, Asian, Sushi, Italian, Pizza, Pasta, North Indian","₹2,800 for two",Madhapur,
Khubani,3.8,"Mediterranean, Modern Indian, Middle Eastern, Asian, Italian, Desserts","₹4,000 for two",Madhapur,
Raiya,4.5,"Modern Indian, Asian, European, Middle Eastern","₹3,000 for two",Madhapur,Closes in 1 hour 43 minutes
Gardin By Diggin,4.3,"North Indian, Asian, Chinese, Desserts","₹1,300 for two",Madhapur,Closes in 1 hour 13 minutes
TEO - Lounge & Bar,4.1,"North Indian, Chinese, Italian, Mughlai, Beverages, Sichuan, Bar Food, Ice Cream","₹3,000 for two",Madhapur,
Tahia,4.6,"Turkish, North Indian, Italian, Chinese, Greek, Modern Indian, European, Asian","₹1,800 for two",Madhapur,
Gastronomica Kitchen & Bar,4.3,"Modern Indian, Italian, Chinese","₹2,000 for two",Madhapur,
QBA,4.5,"North Indian, Italian, Continental, Pizza, Mughlai, Fast Food, Desserts, Beverages","₹2,500 for two",Madhapur,
Bobachee by Chef Yuvraj Kohli,4.6,"North Indian, Mughlai","₹2,500 for two",Madhapur,
Melt House,4.5,"Cafe, Continental, Sandwich, Italian, Desserts, Coffee, Beverages, Bar Food","₹3,700 for two",Madhapur,Closes in 1 hour 58 minutes
The Clay Oven,4.4,"North Indian, Mughlai, Chinese, Desserts, Seafood, Beverages","₹2,000 for two",Madhapur,Closes in 1 hour 43 minutes
Juu Juu,4.6,"European, Mediterranean, Turkish, Continental, Bar Food","₹3,300 for two",Madhapur,
Cafe Saka,4.4,"Sandwich, Coffee, Pizza","₹1,000 for two",Madhapur,Closes in 1 hour 57 minutes
OLLY - Olive's All Day Cafe & Bar,4.4,"Healthy Food, Continental, Desserts, Cafe, Pizza, Pasta, Italian, Burger","₹3,000 for two",Madhapur,Closes in 1 hour 42 minutes
The Chatter House,4.3,"North Indian, American, Burger, Italian, Desserts, Beverages","₹2,500 for two",Madhapur,
Tamra - Shangri-La Eros New Delhi,4.6,"North Indian, Continental, European, Asian, American, Desserts, Beverages, Shake","₹5,000 for two",Madhapur,Closes in 1 hour 42 minutes
Pasta Street,4.7,"Italian, Pasta, Pizza, Continental, Salad, Healthy Food, Desserts, Beverages","₹1,800 for two",Madhapur,Closes in 1 hour 42 minutes
Dearie,4.3,"North Indian, Chinese, Pizza, Italian, Asian, Biryani, Sushi, Alcoholic Beverages","₹1,800 for two",Madhapur,
Chowman,4.5,"Chinese, Asian, Thai, Seafood, Sichuan, Desserts, Beverages","₹1,400 for two",Madhapur,Closes in 1 hour 12 minutes
Indian Republic Canteen,4.2,"North Indian, Chinese",₹600 for two,Madhapur,Closes in 42 minutes
AIR - An Ivory Region,3.4,"Chinese, Salad, Momos, North Indian, Pizza, Beverages","₹2,500 for two",Madhapur,
Call Chotu - All Day Diner & Bar,4.6,"North Indian, Chinese, Thai, Street Food, Maharashtrian, Momos, Bakery, Ice Cream","₹1,000 for two",Madhapur,
Fort City Brew Pub,4.7,"Middle Eastern, Mexican, North Indian, Fast Food, Continental, Pizza, Beverages","₹3,000 for two",Madhapur,
Openhouse Cafe,4.4,"Continental, Chinese, North Indian, Mughlai, Pizza, Beverages, Desserts, Bar Food","₹2,000 for two",Madhapur,
Pankh,,"North Indian, Modern Indian","₹1,600 for two",Madhapur,Closes in 1 hour 57 minutes
Soi 7 Pub & Brewery,4.1,"Chinese, Japanese, Salad, Seafood, Pizza, Pasta, Beverages, Desserts","₹2,800 for two",Madhapur,
Miss Pinto,4.6,"European, Italian","₹2,500 for two",Madhapur,
Comorin,4.8,"North Indian, Modern Indian, South Indian, Seafood, Desserts","₹3,000 for two",Madhapur,
FIO Cookhouse and Bar,4.5,"European, Modern Indian, Italian, Pizza, North Indian, Seafood, Desserts, Beverages","₹3,400 for two",Madhapur,
Lord Of The Drinks,4.3,"Oriental, North Indian, Continental, Italian, Salad, Fast Food, Desserts, Beverages","₹3,700 for two",Madhapur,
Ivoryy,4.3,"European, Mediterranean, Asian, Continental, Beverages, Desserts, Kebab","₹1,800 for two",Madhapur,
Meraak,4.1,"Cafe, Coffee, North Indian, Chinese, Asian, Continental, Biryani, Beverages","₹2,000 for two",Madhapur,
Call Me Ten,4.4,"Japanese, Sushi, Coffee, Asian, Salad, Chinese, Alcoholic Beverages","₹3,000 for two",Madhapur,
Congo,,"Continental, Asian","₹3,000 for two",Madhapur,Closes in 1 hour 57 minutes
Brown Cortile,3.8,"Modern Indian, Continental, Chinese, Japanese, Italian, Arabian","₹2,700 for two",Madhapur,
DEL - Roseate House,4.4,"European, North Indian, Italian, Continental, Asian, Desserts","₹5,000 for two",Madhapur,
The Monk,4.6,"Chinese, Thai, Asian","₹2,000 for two",Madhapur,Closes in 1 hour 12 minutes
Coba,4.3,"North Indian, Continental, Chinese, Mexican, Mediterranean, Italian, Bar Food","₹1,800 for two",Madhapur,
Clock Tower,4.7,"Bar Food, North Indian, Asian, Pizza, Pasta, Continental, Beverages","₹3,500 for two",Madhapur,
P.F. Chang's,4.3,"Asian, Chinese, Indo-Chinese, Japanese, Beverages","₹2,000 for two",Madhapur,Closes in 1 hour 42 minutes
Burma Burma - Cyber Hub,4.9,"Asian, Burmese, Bubble Tea, Beverages, Desserts","₹1,800 for two",Madhapur,Closes in 42 minutes
The Big Chill,4.6,"Italian, Pasta, Pizza, Salad, Waffle, Desserts, Ice Cream","₹2,400 for two",Madhapur,Closes in 1 hour 27 minutes
Sorbo,4.3,"Asian, Continental, Mediterranean","₹2,500 for two",Madhapur,
Bella Ciao,4.0,"North Indian, Continental, Chinese, Pizza, Sandwich, Asian, Fast Food, Desserts","₹2,200 for two",Madhapur,
Fiaba,4.0,"Cafe, Italian, Bakery, Pizza, Continental, North Indian, Coffee, Desserts","₹1,100 for two",Madhapur,Closes in 1 hour 42 minutes
Balloch,4.4,"North Indian, Kebab, Mughlai, Biryani, Chinese, Oriental, Beverages, Desserts","₹1,200 for two",Madhapur,Closes in 1 hour 12 minutes
Diablo,4.2,"Mediterranean, Turkish, Iranian, Italian, Desserts","₹3,700 for two",Madhapur,
Anardana,4.6,"North Indian, Mughlai, Chinese, Italian, Modern Indian, Biryani, Desserts, Beverages","₹1,800 for two",Madhapur,
Kheer - Roseate House,4.7,"North Indian, Kebab, Mughlai, Desserts","₹3,600 for two",Madhapur,Closes in 1 hour 42 minutes
Swan,4.3,"Italian, Continental, Asian, Peruvian","₹3,000 for two",Madhapur,
The Rooftop Heaven,4.2,"North Indian, Chinese, Pizza, Kebab, Bar Food, Continental, Italian, Desserts","₹1,500 for two",Madhapur,Closes in 1 hour 57 minutes
PAUL,4.5,"International, Cafe, Coffee, Pizza, Fast Food, Salad, European, Desserts","₹1,600 for two",Madhapur,Closes in 1 hour 57 minutes
Flow Brew & Dine,4.5,"European, Asian, Japanese, Pasta, Pizza, North Indian, Desserts, Beverages","₹2,200 for two",Madhapur,
Farmer's Basket,4.6,"North Indian, European, Continental, Mediterranean, Asian","₹4,500 for two",Madhapur,Closes in 1 hour 12 minutes
64/6 - Country Inn & Suites By Radisson,4.7,"North Indian, Chinese, Thai, Continental","₹6,200 for two",Madhapur,Closes in 1 hour 12 minutes
Ministry Of Beer,4.3,"North Indian, Italian, Asian, Continental, Chinese, Beverages","₹2,800 for two",Madhapur,
The BBQ Industry,4.4,"BBQ, North Indian, Beverages","₹1,600 for two",Madhapur,Closes in 1 hour 42 minutes
The Yellow Chilli,4.5,"North Indian, Mughlai, Chinese, Seafood, Biryani, Salad, Desserts, Beverages","₹2,100 for two",Madhapur,Closes in 1 hour 42 minutes
VietNom,4.9,"Vietnamese, Asian, Chinese, Beverages, Desserts","₹2,700 for two",Madhapur,
Aban by Thai High,4.2,"European, Asian, Continental, Mediterranean, Modern Indian, Desserts, Beverages","₹2,500 for two",Madhapur,
6 Ballygunge Place,4.6,Bengali,"₹3,200 for two",Madhapur,Closes in 1 hour 12 minutes
Cabo Deli,4.1,"North Indian, Continental, European, Fast Food, Salad, Pizza, Pasta, Desserts","₹2,300 for two",Madhapur,
The Barbeque Company,4.0,"BBQ, North Indian, Fast Food, Desserts, Beverages","₹2,800 for two",Madhapur,Closes in 1 hour 42 minutes
Bombay Brasserie,4.5,"Modern Indian, Biryani, North Indian, Desserts, South Indian, Beverages","₹1,500 for two",Madhapur,Closes in 1 hour 57 minutes
145 Cafe And Bar,4.4,"North Indian, Kebab, Seafood, Continental, Italian, Desserts, Beverages, Bar Food","₹2,000 for two",Madhapur,
AMA Cafe,4.6,"Cafe, Continental, Fast Food, Street Food, Pizza, Burger, Desserts",₹900 for two,Madhapur,Closes in 42 minutes
Big Pitcher,4.3,"North Indian, Asian, Continental, Chinese, Oriental, Mediterranean, Fast Food, Biryani","₹1,500 for two",Madhapur,
KANDY Rooftop Cafe,4.3,"North Indian, Continental, Chinese, Asian, Italian, Desserts, Sushi, Pizza","₹1,600 for two",Madhapur,
The Drunken Botanist,4.3,"Italian, Pizza, Sushi, Japanese, Asian, Chinese, Healthy Food, Desserts","₹3,000 for two",Madhapur,
Pastiche,4.6,"Continental, Desserts, Salad","₹2,300 for two",Madhapur,Closes in 1 hour 12 minutes
Sultan- Radisson Blu Kaushambi,4.5,"North Indian, Chinese, Continental, Italian, Asian, Beverages","₹4,000 for two",Madhapur,Closes in 1 hour 42 minutes
Romeo Lane,4.1,"Bar Food, Continental, Chinese, Salad","₹3,500 for two",Madhapur,
